equipment_id,maintenance_date,maintenance_type,technician,actions_taken,parts_used,duration_hours
RM-005,2025-10-19,Preventive,John Martinez,Bearing lubrication and inspection,Grease,2.5
RM-005,2025-10-26,Predictive,Priya Patel,Lubrication pump maintenance,Pump seals,3.3
RM-005,2025-11-11,Preventive,John Martinez,Roll surface inspection,None,2.2
RM-005,2025-12-17,Preventive,Lisa Anderson,Roll surface inspection,None,2.4
RM-005,2026-01-05,Preventive,Lisa Anderson,Lubrication pump maintenance,Pump seals,3.2
RM-005,2026-02-16,Preventive,Lisa Anderson,Bearing lubrication and inspection,Grease,2.5
RM-005,2026-03-02,Preventive,Lisa Anderson,Cooling system maintenance,Coolant,2.9
RM-005,2026-03-06,Preventive,Lisa Anderson,Bearing lubrication and inspection,Grease,3.6
RM-005,2026-04-24,Preventive,Emma Thompson,Cooling system maintenance,Coolant,2.7
RM-005,2026-05-19,Corrective,Michael O'Brien,Hydraulic oil change,Hydraulic oil;Filter,4.0
RM-005,2026-05-19,Preventive,Maria Garcia,Hydraulic oil change,Hydraulic oil;Filter,4.8
CM-007,2021-01-07,Preventive,Sarah Chen,Belt tension adjustment,None,1.3
CM-007,2021-01-10,Predictive,Michael O'Brien,Speed sensor calibration,None,0.6
CM-007,2021-01-19,Scheduled,Lisa Anderson,Motor bearing lubrication,Grease,1.7
CM-007,2021-01-23,Predictive,Priya Patel,Shaft alignment check,None,2.3
CM-007,2021-02-24,Preventive,Carlos Rodriguez,Shaft alignment check,None,2.3
CM-007,2021-03-08,Corrective,Maria Garcia,Motor bearing lubrication,Grease,1.9
CM-007,2021-03-08,Corrective,Sarah Chen,Belt tension adjustment,None,1.0
CM-007,2021-03-24,Corrective,John Martinez,Chain lubrication,Chain lubricant,1.1
CM-007,2021-04-20,Corrective,Emma Thompson,Speed sensor calibration,None,0.6
CM-007,2021-04-29,Corrective,Lisa Anderson,Gearbox oil change,Gear oil,2.5
CM-007,2021-05-13,Corrective,Priya Patel,Shaft alignment check,None,1.8
CM-007,2021-05-14,Corrective,Sarah Chen,Belt tension adjustment,None,1.0
CM-007,2021-05-21,Preventive,Carlos Rodriguez,Chain lubrication,Chain lubricant,1.0
CM-007,2021-07-05,Corrective,Maria Garcia,Belt tension adjustment,None,1.2
CM-007,2021-08-27,Preventive,Priya Patel,Shaft alignment check,None,2.5
CM-007,2021-09-01,Corrective,Maria Garcia,Belt tension adjustment,None,1.2
CM-007,2021-09-09,Corrective,Sarah Chen,Chain lubrication,Chain lubricant,1.2
CM-007,2021-10-12,Preventive,Carlos Rodriguez,Shaft alignment check,None,2.4
CM-007,2021-10-14,Preventive,James Wilson,Gearbox oil change,Gear oil,1.7
CM-007,2021-11-01,Preventive,Priya Patel,Chain lubrication,Chain lubricant,1.1
CM-007,2021-11-03,Preventive,John Martinez,Motor bearing lubrication,Grease,1.7
CM-007,2021-11-12,Predictive,Carlos Rodriguez,Belt tension adjustment,None,1.1
CM-007,2021-12-02,Preventive,Emma Thompson,Shaft alignment check,None,2.3
CM-007,2021-12-12,Preventive,Lisa Anderson,Speed sensor calibration,None,0.6
CM-007,2021-12-17,Corrective,David Kim,Brake pad inspection,Brake pads,1.9
CM-007,2022-01-04,Preventive,Maria Garcia,Belt tension adjustment,None,1.2
CM-007,2022-01-17,Predictive,Michael O'Brien,Speed sensor calibration,None,0.4
CM-007,2022-02-10,Preventive,Sarah Chen,Shaft alignment check,None,1.8
CM-007,2022-02-26,Preventive,Michael O'Brien,Brake pad inspection,Brake pads,1.6
CM-007,2022-02-27,Preventive,James Wilson,Speed sensor calibration,None,0.5
CM-007,2022-03-07,Preventive,James Wilson,Chain lubrication,Chain lubricant,0.8
CM-007,2022-03-09,Preventive,Michael O'Brien,Speed sensor calibration,None,0.6
CM-007,2022-03-23,Preventive,John Martinez,Brake pad inspection,Brake pads,1.8
CM-007,2022-03-25,Preventive,Sarah Chen,Shaft alignment check,None,2.5
CM-007,2022-04-05,Preventive,Priya Patel,Chain lubrication,Chain lubricant,1.1
CM-007,2022-04-13,Corrective,John Martinez,Brake pad inspection,Brake pads,1.5
CM-007,2022-04-27,Preventive,Michael O'Brien,Speed sensor calibration,None,0.5
CM-007,2022-04-30,Corrective,Carlos Rodriguez,Gearbox oil change,Gear oil,2.4
CM-007,2022-05-09,Preventive,Lisa Anderson,Gearbox oil change,Gear oil,2.6
CM-007,2022-05-22,Corrective,John Martinez,Gearbox oil change,Gear oil,2.5
CM-007,2022-06-10,Corrective,Emma Thompson,Speed sensor calibration,None,0.4
CM-007,2022-07-29,Preventive,Priya Patel,Motor bearing lubrication,Grease,1.7
CM-007,2022-08-02,Preventive,David Kim,Belt tension adjustment,None,1.1
CM-007,2022-08-13,Predictive,John Martinez,Brake pad inspection,Brake pads,1.9
CM-007,2022-08-14,Preventive,Emma Thompson,Chain lubrication,Chain lubricant,1.1
CM-007,2022-08-26,Scheduled,Michael O'Brien,Belt tension adjustment,None,1.1
CM-007,2022-08-27,Preventive,Carlos Rodriguez,Speed sensor calibration,None,0.5
CM-007,2022-09-03,Preventive,Maria Garcia,Chain lubrication,Chain lubricant,1.0
CM-007,2022-09-10,Preventive,Sarah Chen,Shaft alignment check,None,2.5
CM-007,2022-09-21,Corrective,James Wilson,Belt tension adjustment,None,1.3
CM-007,2022-09-25,Emergency,James Wilson,Shaft alignment check,None,2.6
CM-007,2022-10-11,Preventive,Priya Patel,Brake pad inspection,Brake pads,1.7
CM-007,2022-10-12,Preventive,Sarah Chen,Brake pad inspection,Brake pads,1.7
CM-007,2022-11-03,Preventive,David Kim,Chain lubrication,Chain lubricant,0.9
CM-007,2022-11-07,Preventive,Emma Thompson,Chain lubrication,Chain lubricant,1.1
CM-007,2022-11-08,Preventive,Michael O'Brien,Gearbox oil change,Gear oil,2.3
CM-007,2023-01-02,Preventive,Carlos Rodriguez,Motor bearing lubrication,Grease,1.8
CM-007,2023-01-13,Preventive,Emma Thompson,Gearbox oil change,Gear oil,2.5
CM-007,2023-01-21,Corrective,Sarah Chen,Gearbox oil change,Gear oil,2.3
CM-007,2023-01-28,Preventive,Maria Garcia,Chain lubrication,Chain lubricant,1.1
CM-007,2023-01-28,Preventive,Emma Thompson,Brake pad inspection,Brake pads,1.3
CM-007,2023-02-05,Emergency,John Martinez,Gearbox oil change,Gear oil,2.4
CM-007,2023-03-04,Preventive,Emma Thompson,Chain lubrication,Chain lubricant,1.0
CM-007,2023-03-17,Preventive,James Wilson,Speed sensor calibration,None,0.6
CM-007,2023-03-20,Preventive,Sarah Chen,Speed sensor calibration,None,0.5
CM-007,2023-03-23,Preventive,Priya Patel,Chain lubrication,Chain lubricant,1.1
CM-007,2023-03-25,Preventive,Maria Garcia,Chain lubrication,Chain lubricant,1.2
CM-007,2023-04-07,Corrective,James Wilson,Speed sensor calibration,None,0.5
CM-007,2023-04-14,Scheduled,Maria Garcia,Shaft alignment check,None,2.3
CM-007,2023-04-24,Preventive,Carlos Rodriguez,Shaft alignment check,None,1.8
CM-007,2023-05-04,Corrective,James Wilson,Shaft alignment check,None,2.4
CM-007,2023-05-11,Preventive,David Kim,Brake pad inspection,Brake pads,1.8
CM-007,2023-05-17,Scheduled,Michael O'Brien,Motor bearing lubrication,Grease,1.6
CM-007,2023-05-19,Preventive,Lisa Anderson,Belt tension adjustment,None,1.3
CM-007,2023-06-06,Preventive,Sarah Chen,Shaft alignment check,None,2.6
CM-007,2023-08-13,Preventive,Emma Thompson,Brake pad inspection,Brake pads,1.3
CM-007,2023-08-20,Preventive,John Martinez,Speed sensor calibration,None,0.4
CM-007,2023-08-21,Preventive,Sarah Chen,Chain lubrication,Chain lubricant,1.0
CM-007,2023-09-04,Preventive,Sarah Chen,Belt tension adjustment,None,0.9
CM-007,2023-09-12,Preventive,Priya Patel,Brake pad inspection,Brake pads,1.8
CM-007,2023-09-12,Preventive,Carlos Rodriguez,Motor bearing lubrication,Grease,1.5
CM-007,2023-09-23,Corrective,David Kim,Speed sensor calibration,None,0.6
CM-007,2023-10-22,Preventive,Sarah Chen,Speed sensor calibration,None,0.5
CM-007,2023-10-28,Corrective,James Wilson,Chain lubrication,Chain lubricant,1.2
CM-007,2023-10-28,Preventive,Carlos Rodriguez,Chain lubrication,Chain lubricant,1.1
CM-007,2023-11-03,Corrective,Michael O'Brien,Speed sensor calibration,None,0.5
CM-007,2023-11-19,Corrective,Lisa Anderson,Chain lubrication,Chain lubricant,1.0
CM-007,2023-11-22,Predictive,Emma Thompson,Chain lubrication,Chain lubricant,0.8
CM-007,2023-12-22,Preventive,John Martinez,Chain lubrication,Chain lubricant,1.0
CM-007,2023-12-25,Preventive,Priya Patel,Brake pad inspection,Brake pads,1.9
CM-007,2023-12-25,Preventive,Maria Garcia,Speed sensor calibration,None,0.6
CM-007,2024-01-27,Preventive,Lisa Anderson,Speed sensor calibration,None,0.5
CM-007,2024-02-08,Preventive,John Martinez,Motor bearing lubrication,Grease,1.3
CM-007,2024-02-24,Preventive,Priya Patel,Belt tension adjustment,None,1.3
CM-007,2024-02-26,Preventive,Michael O'Brien,Gearbox oil change,Gear oil,2.0
CM-007,2024-03-10,Preventive,Carlos Rodriguez,Chain lubrication,Chain lubricant,1.0
CM-007,2024-04-24,Preventive,Sarah Chen,Gearbox oil change,Gear oil,1.9
CM-007,2024-06-08,Preventive,Priya Patel,Motor bearing lubrication,Grease,1.9
CM-007,2024-06-15,Preventive,Lisa Anderson,Belt tension adjustment,None,0.8
CM-007,2024-06-28,Preventive,Sarah Chen,Belt tension adjustment,None,1.2
CM-007,2024-07-17,Corrective,Priya Patel,Chain lubrication,Chain lubricant,1.1
CM-007,2024-07-23,Preventive,Michael O'Brien,Chain lubrication,Chain lubricant,0.9
CM-007,2024-09-24,Corrective,Michael O'Brien,Belt tension adjustment,None,1.1
CM-007,2024-10-09,Preventive,Carlos Rodriguez,Chain lubrication,Chain lubricant,1.1
CM-007,2024-10-20,Preventive,John Martinez,Speed sensor calibration,None,0.4
CM-007,2024-10-22,Preventive,Priya Patel,Speed sensor calibration,None,0.4
CM-007,2024-10-26,Corrective,Michael O'Brien,Gearbox oil change,Gear oil,2.4
CM-007,2024-11-02,Preventive,Priya Patel,Chain lubrication,Chain lubricant,1.1
CM-007,2024-11-03,Preventive,David Kim,Shaft alignment check,None,2.3
CM-007,2024-11-05,Preventive,Priya Patel,Shaft alignment check,None,2.5
CM-007,2024-11-08,Preventive,Priya Patel,Chain lubrication,Chain lubricant,1.1
CM-007,2024-11-24,Preventive,David Kim,Chain lubrication,Chain lubricant,1.1
CM-007,2024-12-05,Preventive,Emma Thompson,Belt tension adjustment,None,1.2
CM-007,2025-02-13,Corrective,John Martinez,Brake pad inspection,Brake pads,1.7
CM-007,2025-02-25,Preventive,John Martinez,Motor bearing lubrication,Grease,1.6
CM-007,2025-03-17,Corrective,James Wilson,Chain lubrication,Chain lubricant,1.1
CM-007,2025-03-18,Preventive,Lisa Anderson,Shaft alignment check,None,2.0
CM-007,2025-03-20,Preventive,Maria Garcia,Motor bearing lubrication,Grease,1.4
CM-007,2025-04-01,Preventive,Emma Thompson,Belt tension adjustment,None,1.2
CM-007,2025-04-02,Corrective,James Wilson,Motor bearing lubrication,Grease,1.4
CM-007,2025-04-28,Preventive,Lisa Anderson,Speed sensor calibration,None,0.6
CM-007,2025-05-27,Preventive,James Wilson,Chain lubrication,Chain lubricant,1.3
CM-007,2025-06-02,Corrective,Priya Patel,Brake pad inspection,Brake pads,1.7
CM-007,2025-06-02,Corrective,Emma Thompson,Speed sensor calibration,None,0.5
CM-007,2025-06-05,Preventive,Sarah Chen,Gearbox oil change,Gear oil,2.4
CM-007,2025-06-15,Preventive,Emma Thompson,Motor bearing lubrication,Grease,1.2
CM-007,2025-06-17,Preventive,Emma Thompson,Speed sensor calibration,None,0.5
CM-007,2025-06-27,Preventive,David Kim,Gearbox oil change,Gear oil,1.7
CM-007,2025-07-17,Preventive,Michael O'Brien,Belt tension adjustment,None,1.1
CM-007,2025-07-18,Preventive,Michael O'Brien,Speed sensor calibration,None,0.5
CM-007,2025-07-25,Corrective,John Martinez,Brake pad inspection,Brake pads,1.3
CM-007,2025-08-14,Preventive,James Wilson,Gearbox oil change,Gear oil,2.5
CM-007,2025-08-23,Preventive,Michael O'Brien,Motor bearing lubrication,Grease,1.4
CM-007,2025-09-11,Preventive,Michael O'Brien,Gearbox oil change,Gear oil,2.5
CM-007,2025-09-11,Preventive,David Kim,Gearbox oil change,Gear oil,2.3
CM-007,2025-09-18,Corrective,James Wilson,Motor bearing lubrication,Grease,1.6
CM-007,2025-09-25,Preventive,Emma Thompson,Gearbox oil change,Gear oil,1.8
CM-007,2025-09-30,Preventive,David Kim,Speed sensor calibration,None,0.4
CM-007,2025-10-02,Preventive,Lisa Anderson,Belt tension adjustment,None,0.9
CM-007,2025-10-13,Corrective,Carlos Rodriguez,Shaft alignment check,None,2.6
CM-007,2025-10-15,Corrective,Maria Garcia,Shaft alignment check,None,2.5
CM-007,2025-11-04,Preventive,Emma Thompson,Shaft alignment check,None,2.5
CM-007,2025-11-13,Preventive,Priya Patel,Brake pad inspection,Brake pads,1.3
CM-007,2025-11-30,Corrective,Maria Garcia,Gearbox oil change,Gear oil,1.7
CM-007,2025-12-12,Scheduled,Maria Garcia,Shaft alignment check,None,1.7
CM-007,2026-01-04,Corrective,Maria Garcia,Brake pad inspection,Brake pads,1.3
CM-007,2026-01-10,Scheduled,Maria Garcia,Shaft alignment check,None,2.1
CM-007,2026-01-14,Preventive,Emma Thompson,Chain lubrication,Chain lubricant,1.2
CM-007,2026-01-17,Preventive,John Martinez,Brake pad inspection,Brake pads,1.9
CM-007,2026-01-19,Preventive,James Wilson,Shaft alignment check,None,2.3
CM-007,2026-02-12,Corrective,Lisa Anderson,Belt tension adjustment,None,1.0
CM-007,2026-03-02,Preventive,Carlos Rodriguez,Belt tension adjustment,None,0.9
CM-007,2026-03-12,Corrective,Sarah Chen,Shaft alignment check,None,2.4
CM-007,2026-03-15,Preventive,Lisa Anderson,Motor bearing lubrication,Grease,1.6
CM-007,2026-03-22,Preventive,Sarah Chen,Motor bearing lubrication,Grease,1.7
CM-007,2026-04-01,Preventive,James Wilson,Brake pad inspection,Brake pads,1.6
CM-007,2026-04-30,Preventive,Maria Garcia,Brake pad inspection,Brake pads,1.9
CM-007,2026-05-08,Corrective,James Wilson,Belt tension adjustment,None,1.2
CM-007,2026-05-15,Preventive,Carlos Rodriguez,Chain lubrication,Chain lubricant,0.9
CM-007,2026-05-18,Emergency,Emma Thompson,Shaft alignment check,None,2.3
